Address,Name Tag,Balance,Percentage,Txn Count
"0x1524fe68f85c911bf479192fe0b86c4b3295d5f7","","646.87802393 BNB","0.00163713%","3"
"0xd1ce90003a10e6dab877890ab1fd96511555e4b3","","646.17994019 BNB","0.00163536%","2,403"
"0xf07a35b3487d95633a918fc3ddbaed1664477865","","645.23307015 BNB","0.00163296%","5"
"0x78e0eedd38a5be2c3f621bcb13831e56d5017c21","","644.71729057 BNB","0.00163166%","52"
"0x557131209b738eed4fad32b89e9c8e506e64cd15","","643.998508 BNB","0.00162984%","4"
"0x3a770aa35daf18c3da763cfd8a34bb550097836b","","640.58139272 BNB","0.00162119%","7"
"0xde28aa9bad72e244ebf384bead4fe97ac68d785d","","637.99855313 BNB","0.00161465%","44"
"0x84811d901063391658ddacb6dbc6926d9014038d","","637.69233098 BNB","0.00161388%","53,132"
"0x0db42e7da84ba29038b00b402011df170407109a","","637.23295816 BNB","0.00161272%","3"
"0x4c30e91b7afe3a546528a751b4fd6415473930b8","","637.18654693 BNB","0.00161260%","6"
"0x5ea899dbc8d3cde806142a955806e06759b05fb8","Binance Punks: ß Token","637.059743 BNB","0.00161228%","59,200"
"0xc3471e01a52298a3628ed9b86a8047326252213e","","633.17921368 BNB","0.00160246%","30"
"0xc9f4e47baabefe1f07ffc341a1ad2d8c5f513688","","632.73229466 BNB","0.00160133%","24"
"0x459451abd1dff36a08f064d671d91c33986eb2b5","","629.49988782 BNB","0.00159315%","6"
"0x6917c3de97bcde5189490c7083be8e485d3f4a36","","629.19174142 BNB","0.00159237%","20"
"0x10d1051b8553514d091f51fe1c7cd256090dd643","Catamoto: Deployer","628.36952926 BNB","0.00159028%","327"
"0x3c8ff05f48e2445db635e88b51aa35227482caeb","","627.74315859 BNB","0.00158870%","11"
"0x96cb2f6cdf6f301e59724092d03ad119782c093d","","625.87339082 BNB","0.00158397%","205"
"0x74c1574342e82d396b771ce1b0ea032c2ab0e3e9","","624.90031147 BNB","0.00158150%","5"
"0xe3d6871190d7143ea3e14c680f7b9fdd6bdc25a1","","623.7403872 BNB","0.00157857%","13,493""0xef4fb24ad0916217251f553c0596f8edc630eb66","Dln: Source","623.67615617 BNB","0.00157841%","30,116"
"0x65d4e7d43c6b486733d3f634770dc90e1e6af709","","623.00521099 BNB","0.00157671%","29,424"
"0x39814e72fbc713dad3314969758a223192b8adc1","","622.58519429 BNB","0.00157565%","106"
"0xf8d14cfc86303a22f30e2b9774beffca5cacec49","","622.27964748 BNB","0.00157487%","6"
"0xcf7a0f25b0cec3936e032673189802fbf31a12a6","","621.80154201 BNB","0.00157366%","10"
"0x93541f3f9dca6629459b714544eda3001491aae0","","620.0004 BNB","0.00156910%","70"
"0x1304f148ce437b227ab2bcab58eb5bbae2db8fb7","","618.51290665 BNB","0.00156534%","11"
"0x382fc3fb3e9dc9db672b30b00f82d81a74cfd46d","","618.364388 BNB","0.00156496%","14"
"0xbcd93566ee5c12ab20a01cdd26c68b55eefbac61","","617.50187628 BNB","0.00156278%","13,011"
"0xd186a5161b5c626ce96e5a3303c1edab66118a48","","613.73906975 BNB","0.00155326%","4"
"0xe06c1adcad143d15555dfbe95d83e03b71c41502","","612.63214048 BNB","0.00155046%","3"
"0xfdc86d1c4f9d8d58e738f14197e9309b29e3cbb9","","609.915358 BNB","0.00154358%","1"
"0x5c561fe82c7ec6d78b1653c30dcf09a27066017e","","609.85005726 BNB","0.00154342%","5"
"0xd65448affe1475f101378a744a62c00f04cf50d6","","609.04453656 BNB","0.00154138%","128,236"
"0x19fdc1baf867aed92295b3a02d612fe8e2d1f1ca","","608.39664027 BNB","0.00153974%","12"
"0x4b6479465235ac6bcc9dbf62f274b601b29377d7","","608.13047296 BNB","0.00153906%","48"
"0x68b9712f71655f6e2ef54257b61e264ad22f52f5","","607.8920575 BNB","0.00153846%","4"
"0x7d00baf8777ef19acbb98bfc87f5425fd776a137","","606.900008 BNB","0.00153595%","2"
"0x90dfe4b293ca91659ae8f56af1d9648d2cacb1d1","","603.439008 BNB","0.00152719%","1"
"0x96c59be0e8d68ed6ebfd768022445179ade63849","","602.33670675 BNB","0.00152440%","151"
"0x624643d0ddb1bad690bf30a3bfc7fc239dcb0a80","","601.63707845 BNB","0.00152263%","8"
"0xc6f44c586c0dd58cbb3cb9fe016029013ebfc965","","600.99881751 BNB","0.00152101%","12"
"0xe8fbda2ac282a0ebb73d3f4089ad130312edb8da","","600.98506404 BNB","0.00152098%","55"
"0xb4f59f1c4bd2f4b5d82741b0925cafcd8039c438","","600.80345051 BNB","0.00152052%","18"
"0x8ebeb938f8be7fd6eed8b14378e5daed831c9beb","","600.49920701 BNB","0.00151975%","6"
"0x2771c4423f962b11cd897cbae912cbc3bc9c0975","","600.24957539 BNB","0.00151912%","12"
"0x95a18c3458a23526f27db322606432db477860f4","","600.19439914 BNB","0.00151898%","125"
"0x750f53f8eb3024bd63913480a0b47f3e33fefbaf","","600.15142199 BNB","0.00151887%","114"
"0x7348332ee364590f2292577ad42d4fe419d085d3","","600.0003 BNB","0.00151849%","7"
"0x3b967a6eab9848ac13a32136ea3516b8654822c3","","599.99972228 BNB","0.00151849%","3"
"0xc684016cd48912ea523a4663e4f2678d1c6d251f","","599.6163934 BNB","0.00151752%","6"
"0x9bceea6390445310f03092e6810781a13a5deeaf","","599.57127941 BNB","0.00151740%","1"
"0x3b071a195bb4b4479b98f317898110dbcaa36ae3","","597.65864297 BNB","0.00151256%","6"
"0xcb1b089d5a496b2e69f3f3a629164bb49f39ea9e","","595.28278529 BNB","0.00150655%","4"
"0xcd67cb8c29ffa7b0c7ca80808a81a5752d0c3762","","595.26 BNB","0.00150649%","0"
"0x4e74ebb0a340634a3eee3644f3fe80d5c6a52917","","594.96851076 BNB","0.00150575%","401"
"0xfe6d9af579deccebfc2d8d366c3d667adb696b32","","593.61820854 BNB","0.00150234%","20,009"
"0xc97772c627d3d415463a7135882f22ef1fb1666c","","593.12454205 BNB","0.00150109%","403"
"0x294ca7211d002f09b8c283f5ca378c198db9d4f2","","592.95878259 BNB","0.00150067%","166"
"0xdb2cacc3befbe31b05fc4754ddd4407398dcab63","","591.83578076 BNB","0.00149782%","16"
"0x55c8d75b75e92781bc1d525b2e7bab0f839c4411","CATCOIN: Deployer 6","591.75805331 BNB","0.00149763%","142"
"0x85e1de87a7575c6581f7930f857a3813b66a14d8","","590.79169122 BNB","0.00149518%","5,499"
"0xd47e163dd27bf10b96790edbfdb5925133710445","","590.430574 BNB","0.00149427%","6"
"0xbf21702d7213bc7a95fc0ecb1e4a4e43c2380770","","586.53144761 BNB","0.00148440%","9"
"0xcc04a1653bc99679f3b8fe0002947cd82516657f","","586.328861 BNB","0.00148389%","5"
"0xf10d2febfeb43def6f356bb9fe437b305443378f","","585.05897135 BNB","0.00148067%","12"
"0xaf9b0a19e5b8f7316d98f9e10a47b94d8c52b3d2","","585 BNB","0.00148052%","151"
"0xb19a64eb6b18780bccca20c5f89aec0d255fc410","","582.33915878 BNB","0.00147379%","14"
"0x00ad504d2c02e0ddbf660bc35926712d0f0fea9e","","580.93277511 BNB","0.00147023%","686"
"0x9ec8d631af088271d64618ca1b230893a5627b88","","579.999008 BNB","0.00146787%","3"
"0x1c008d3d730056e6e58e551373cadc65e33e0025","","579.51183766 BNB","0.00146663%","60"
"0x56aa1e3e1cac197d4f2e228f9e3727fff0b31544","","579.33107292 BNB","0.00146618%","6,449"
"0x0b3ea2929c8ac6b352f2947debb8fd4e012ec34a","","575.58036159 BNB","0.00145669%","43"
"0x32d17c10e67f81fa4aea5291fc65d0f2c90ad73a","","573.63894084 BNB","0.00145177%","1"
"0x79eed9df89b4d04dc7092a414103edd0578b8b5c","","572.94 BNB","0.00145000%","0"
"0xdb788538623d575c6aae851a4ef04ab7ab6cf994","","572.45761577 BNB","0.00144878%","0"
"0x83a69123c8dc8189e2af59be458fdb211f5310b0","","571.84873388 BNB","0.00144724%","3"
"0xcf91a8a0dc3c20843c8f3d619581d1efd44b228f","","570.64687204 BNB","0.00144420%","6"
"0x805aeadbbbf0acedc9c4ac1a11a7f0bb40751db7","","570.50562524 BNB","0.00144384%","4"
"0x87b4e20fdc7e26d0ef417e41a0db175c550ed276","","570.24110771 BNB","0.00144317%","34"
"0x49d17c582cbb0a033d401482be9742616d9ad66a","","570.21405353 BNB","0.00144310%","8,935"
"0x698e157f2b390f6fe4f6096f07395fd7afdbe57d","","569.98799352 BNB","0.00144253%","9"
"0xf0aa58186fab6e230dcb6122d9dd8703298683d0","","569.74261546 BNB","0.00144191%","1,802"
"0xeb7becc3eef5ae5af7a8fc75dc81c72d5a4cd429","","569.6639219 BNB","0.00144171%","1,201"
"0xab9b558241d9ff3a54645d4dcdcbe4dafb4c4cc4","","569.5623234 BNB","0.00144145%","4"
"0xd6faf697504075a358524996b132b532cc5d0f14","Anyswap: Moonriver Bridge","567.08026705 BNB","0.00143517%","40,295"
"0x36b13175705199c7571304a0aabe80c1153aca16","","563.85537763 BNB","0.00142701%","115"
"0xc55cff63d78c9c982f82db0605f31dc8538efc5c","","561.92351065 BNB","0.00142212%","6"
"0x71715e8fe0c13c6c63c1cf39da110c4ed79a212e","","561.76906433 BNB","0.00142173%","4,103"
"0xbfbd0c5f45596d563a9401025957da540f4b3a10","","560.83662008 BNB","0.00141937%","20"
"0xbdd2274262d05e79fc4ece64e8238c332f3d3ffc","","560.12257314 BNB","0.00141756%","39"
"0xc015d9a92bb97f5e1cd8b0b1ffefc6b8ea94fc02","","559.52642261 BNB","0.00141606%","22"
"0x80dfce00b7e272f189a4366595082ca90e9fa146","","556.04179541 BNB","0.00140724%","45"
"0xe1b4a1fc8162d44d2f383a23065aea933f943a7d","","555.91082015 BNB","0.00140691%","8"
"0xaf0ac4b7fff744ea62c4b0347a108baaf11ba921","","554.93298283 BNB","0.00140443%","0"
"0x93d870d626850d54506eb50b952c8d49086bdade","","554.82362428 BNB","0.00140415%","20"
"0xbbb036caef372ba88e5fd21e28812ddb9e716d98","","553.92366125 BNB","0.00140188%","7"
"0xce5c729b04259c41b7a8df88152dcc7a192cf024","","552.45197585 BNB","0.00139815%","8"
"0xd8c3702cefc87813ad936d7baf2031ac654f752f","","548.37483199 BNB","0.00138783%","5"
"0xd201d796b3664006310d7e1fa36bab0b356e0265","","547.27382573 BNB","0.00138505%","6"
"0xa587075c4c36777ea2ba3427f96ba0c6eeea2624","","547.19394535 BNB","0.00138484%","57,219"
"0x5e9915dc0b844d23d4690ecfb08f75dbfebfdd5f","","546.61790922 BNB","0.00138339%","3"
"0x78ae4c0fd4f02ca79a2d8738d3369a4bc5d4e323","","545.66000764 BNB","0.00138096%","1,686"
"0x9f11486f80982663575d606afc28182a76e46a07","","545.27370641 BNB","0.00137998%","42"
"0xe4516477adacc6682cf18069475f676a5b5667f9","","545.12803144 BNB","0.00137962%","125"
"0x81bd6d1f3ab29ac2cf695947ca9597b69252a7b3","","544.70458914 BNB","0.00137854%","5"
"0xdaaff0ef70f8e95ec31b1fc5f0bd42b73ea2bcd7","","544.59542894 BNB","0.00137827%","91"
"0x976e30e907fede1e1c9cf512ad8e2b15f4fa542f","","542.95632195 BNB","0.00137412%","5"
"0xda9625c55ef1c56c216e7eee64cc7e834c8d55f5","","542.11061649 BNB","0.00137198%","50"
"0x48042543bef81b1298148d3becc416acda699199","","541.87029587 BNB","0.00137137%","13"
"0x8ccc29c88d9a7ef7253db0dc63d3a7e98a3ef753","","541.40260283 BNB","0.00137019%","559"
"0x6ac5118b27d17aa01dcaa8ca1f368044cf0769bb","","539.99743457 BNB","0.00136663%","11"
"0x67f55b0fe92a41ba51a0e83eb72f02c77591fbf1","","539.54853896 BNB","0.00136550%","505"
"0x0c9c7c60284b9fbfb43480d417993612c761d42e","","537.72004677 BNB","0.00136087%","2"
"0xa22e5de130365d855353a23409ce6ac7873fc5a7","Galxe: Smart Balance","536.73199999 BNB","0.00135837%","63,512"
"0x1df15a44b65602b3c3e89e45dad24b5c5a74fe05","","535.08344956 BNB","0.00135420%","99"
"0xe40384ef8ef7beb2331ab515225143840bc560a6","","534.69306607 BNB","0.00135321%","73"
"0x310ae4723391ac29c90e178792998656aa643aa4","","532.1326556 BNB","0.00134673%","23"
"0x5846114e99802619f42622da818f6b7e8815ad45","","531.79836868 BNB","0.00134588%","18"
"0x2545a1ee9d5d978c8b1e2ea15a31136a02852f6b","","530.995808 BNB","0.00134385%","9""0x0742f26bd5f8f584c5a8fe5d4295f0fc7aaa431d","","529.5275851 BNB","0.00134013%","3"
"0xc1f7ff0a9ef8be062c97e6875cac5fe46189312c","","529.41790332 BNB","0.00133986%","100"
"0x8134994df20282967559977e5d839872db34c5c6","","529.000008 BNB","0.00133880%","2"
"0xe70b8dc28e795738a772379e9d456e7d74f50ab5","","528.93418858 BNB","0.00133863%","473,657"
"0x68dbc5a0447e86c64e19fd00eeccd7f4d9c014ee","","528.78606445 BNB","0.00133826%","21,037"
"0xf9fe1e7a671b6123cf47cd3b5f80e9e068b9f077","","528.45508882 BNB","0.00133742%","4,517"
"0x46268bfbd2301265904694f1ee8e80a593434ca6","","526.93175023 BNB","0.00133356%","68"
"0x52b486a50c35591a36b55c8f789edf3de6bc665b","","526.78884611 BNB","0.00133320%","6"
"0x0c84905f9e236d4c88c9c6796eb7d8c93110b40a","","525.109016 BNB","0.00132895%","4"
"0x4d23c835393f929db2d5c4aa4277f5e1453f9eb6","","524.799558 BNB","0.00132817%","2"
"0x281859ec8774b31916d49d39b95c88d03bb0cff8","","523.89004848 BNB","0.00132587%","35"
"0xf71b33e8032841dcfa8c4ea14537f708a12eec3d","","522.04089751 BNB","0.00132119%","8"
"0xfc9f5d03d4808b398da8895647bcf096f3795850","","521.59218026 BNB","0.00132005%","14"
"0x5c97519d3d77f5c4b307250e3f33ec13a649c614","","521.43628709 BNB","0.00131966%","9"
"0xca40d0d0e133c816290699fa69b1906673171e2c","","519.000008 BNB","0.00131349%","2"
"0x77e7c5cbeaad915cf5462064b02984e16a902e67","","518.96039274 BNB","0.00131339%","762,559"
"0x1a752b34be11865219acef54d7af590598da9633","","518.16214202 BNB","0.00131137%","39"
"0x7066de3d1f75f00b435b31f5beea7c7e8c94d83b","","517.899008 BNB","0.00131070%","3"
"0xb7d33761b332bff370e71c26b4be3898c35c21aa","","516.01707306 BNB","0.00130594%","5"
"0xb338ffb329b2c35afd20410386ab2daeb56b61f3","","515.76914604 BNB","0.00130531%","42"
"0xf6d4e5a7c5215f91f59a95065190cca24bf64554","","515.51159889 BNB","0.00130466%","65,051"
"0xf37acb247ea49132431b9b3500524af0c95e0ab4","","515.23141836 BNB","0.00130395%","64"
"0x649c58f215f25f516031ed64cda162ad3170a7a0","","514.22646048 BNB","0.00130141%","21"
"0x36e6f26393b5cc4ea4045c03d08e0f56bb4772c1","","514.15604719 BNB","0.00130123%","10"
"0x7d7a9bfc87256afae4186fb8fbf5c2588d12118d","","513.30945869 BNB","0.00129909%","29"
"0x34878f6a484005aa90e7188a546ea9e52b538f6f","","512.72318646 BNB","0.00129761%","17,470"
"0xcda72add3b57b851a80e9b4f138f3ccdcb40b7d8","","512.6496913 BNB","0.00129742%","22"
"0x75e4d0f7dd2c53d25b05ca4eabe44a6731c417c7","","512.50554527 BNB","0.00129705%","191"
"0x6b3298f3b542fe0771f4f0bf5d6961aefd2c31b1","","512.358534 BNB","0.00129668%","2"
"0x88b30e9f08bbfe4d334907a6162941e0fff17fe5","","512.16490613 BNB","0.00129619%","10"
"0x759c2e9000cd7dac61f60cffe9585d7b4a129417","","511.66922375 BNB","0.00129494%","22"
"0xf616d11629745346c4f3cf5ee69065a9cb498727","","511.5465736 BNB","0.00129463%","13"
"0xa10cf5e621c72d0c57c7d4490efc2bf31bdae1d6","","509.848308 BNB","0.00129033%","1"
"0xea680951ff4085e05dbe3cb5134882344e0e6106","","509.482925 BNB","0.00128940%","2"
"0xd4b34223f3dde62f8ec41150222a055b5d8dcdaf","","507.80595704 BNB","0.00128516%","7"
"0x8267699c2dee0e3a074f504c8d1d6b2a2809a09a","","507.65747764 BNB","0.00128479%","239"
"0x08d6c9750b9090ec19f549f5125aed5c705143fc","","507.50352625 BNB","0.00128440%","62"
"0xbc761ee2bb6ea585d2c400751b1670d46b4a3417","","506.777565 BNB","0.00128256%","4,546"
"0x60e8c66637a40a18c3be71598656dec6670942dd","","506.29193724 BNB","0.00128133%","368"
"0x10cbeb863ea8339cf18b18d285aeb40a261b200d","","505.9052805 BNB","0.00128035%","1"
"0x85251cf0fd376cfe701c8202c201d3e39226deff","","505.73737073 BNB","0.00127993%","518"
"0x8c72d828d60c93fe68f30d6fb46b889f8303c802","","504.52332932 BNB","0.00127685%","178"
"0xa4b4986390bb727919b0c286c2c1a6411bcf5ac4","","503.80717106 BNB","0.00127504%","1"
"0xec324eb1a7ba996255761cb9426d5342eb40e4f2","","502.86874636 BNB","0.00127267%","4"
"0x2d1813bbad0d9fe9c2244e9fecbe543ff8e4a5f9","","502.45260608 BNB","0.00127161%","594"
"0xff3d12f0fb45f3c7609cab65695ae0f6eaa1a8b6","","502.00340929 BNB","0.00127048%","4,468"
"0xa3af7c3628e9d0a940ff9add2b5f772b0594895c","","501.97317898 BNB","0.00127040%","13"
"0x8514a458b82ebd6338f6fcc3232cd8ea6e80029b","","501.89657512 BNB","0.00127021%","9"
"0x0c505014a0ca23768600cbb1a72e94f5c8020fc3","","501.64098442 BNB","0.00126956%","45"
"0x156325c41d46aeb3c03a9f310ef8c55d727f753c","","501.34402149 BNB","0.00126881%","27"
"0xc5fc2fd536d3519cb64325251945b5f353b8e3af","","501.31233255 BNB","0.00126873%","4,753"
"0xd59bb9a0e85499d5e6fe771145348196fcf7029e","","501.01921231 BNB","0.00126798%","29"
"0x806d264373be8e5ea353c97a537f4c6d256ad7b1","","501.000008 BNB","0.00126794%","3"
"0xb5635186f82c47fc76dee4dc7bfbeb0ba6e7d7d9","","500.63267981 BNB","0.00126701%","7"
"0x95a267e528f810830bd8b5e9da269041e2fabbb0","","500.49975524 BNB","0.00126667%","3"
"0x648581d0a693ecb67d3d6c866bd6b6c8655ec348","","500.24341635 BNB","0.00126602%","3"
"0x735f95a6595e081c149ea86bcc4f0001546e675b","","500.14593454 BNB","0.00126577%","14"
"0x6df67aa6b5a7ea231053d2c77fd654ce4df7bd0b","","500.08155916 BNB","0.00126561%","13"
"0x07f4acd42128cc3720a4613166bf6e59b57b3cdd","","500.04845546 BNB","0.00126553%","7"
"0xab23da9d350d80422ffd8d084fcf088df727f647","","500.01952349 BNB","0.00126545%","4"
"0xa21fc7454caa87a834407250bea6ceaac2092dd6","","500.014 BNB","0.00126544%","16"
"0x26d3fa0e8ce158b4638c0892956cc44d64786e26","","500.00925727 BNB","0.00126543%","27"
"0x2352a7bfcc63e2beb4a50fb017e63bbeed6b5c68","","500.0017514 BNB","0.00126541%","4"
"0x2e32c53e584067599540012af89c3cce45f38c81","","500.00011738 BNB","0.00126541%","11"
"0x0143c3ba384de4ea32226a3c984ce486e1918c40","","500.000008 BNB","0.00126541%","12"
"0xf238e6fa6cda30cb1473761a600daca7d439f882","","500.000008 BNB","0.00126541%","7"
"0x51278e119ba326f99f00e435e8871855a9374ac2","","500.000008 BNB","0.00126541%","2"
"0x3e159b228a9300b0dfc09c597530e50222eb6b99","","500.000005 BNB","0.00126541%","4"
"0xed897d7909d566cb92915d9d77a870a299b5796b","","500 BNB","0.00126541%","83"
"0x5df66489e9c2d0862f78c8009d4a612009f49183","","499.999508 BNB","0.00126540%","1"
"0xe52ff3d4919146b063e66e17aeb304b4291c6c2b","","499.999508 BNB","0.00126540%","2"
"0x692b890dce5f78abc28a62220a1b3b66c558af7f","","499.61492732 BNB","0.00126443%","1"
"0x2a9718deff471f3bb91fa0eceab14154f150a385","ElonGate: Old ElonGate Token","499.31894637 BNB","0.00126368%","436,646"
"0x60a28f18609aa6d86e183322c7538579ff3a1dfd","","497.84514554 BNB","0.00125995%","4"
"0xbb64c2153cbe41a517a03ac4949988e8ed86a52e","","497.65126613 BNB","0.00125946%","0"
"0x2b2523d0a0aa09ddb08cac113be9e465c74e88b7","","496.37484864 BNB","0.00125623%","3"
"0x4a0b92e82db7c37305b48a267ba18cc2cdb85127","","495.89929928 BNB","0.00125503%","7"
"0x22cecc51585a3abd3c7ee7f791528c71623af87e","","494.91736397 BNB","0.00125254%","17"
"0xc8a305e8f70fb1e7196098e113dfef9087bfb079","","494.63763041 BNB","0.00125183%","6"
"0xafdfbcc896ba0badef1e524e9d0d70a37cbeeb5c","","494.01988981 BNB","0.00125027%","2"
"0xe24ebfa00aa25704e2270665b3198b434488f344","","492.79817445 BNB","0.00124718%","16"
"0x516ffd7d1e0ca40b1879935b2de87cb20fc1124b","","492.17221583 BNB","0.00124559%","5,080,203"
"0x18a9c696764968198c963493df2a41d9bb1098f6","","492.16146947 BNB","0.00124557%","2"
"0x170b6aa872166ec2f8515c2b855c34b6c7563c18","","490.76865039 BNB","0.00124204%","7,646"
"0x4bd041c1c3e8e6b859d13ee8f8ff8678eb148f4c","","490.24800352 BNB","0.00124073%","8"
"0xd0b6f05e905331fb575f080813a59f17c53d0b92","","489.9995 BNB","0.00124010%","1"
"0x1a324cf2599db8d565d311cafae18eec0d4b8149","","489.41216878 BNB","0.00123861%","291"
"0xe1f8bbd30ad31ff2897fcb185c9c90f485523229","","488.422204 BNB","0.00123610%","6"
"0x32f29cf87e8420d12e595bc3dff4d215b88c1de7","","487.93669875 BNB","0.00123488%","1,443"
"0x04cb6df64e72cd6fb40e3550f0be83a6d4ae4172","","487.8049 BNB","0.00123454%","2"
"0xb812eb4b9401739bffae341b2fa92b67a3971a89","","485.83784746 BNB","0.00122956%","3"
"0x633fac2b6d44e97fba5898f629dc87196609b967","","485.24171142 BNB","0.00122806%","17"
"0x18e226459ccf0eec276514a4fd3b226d8961e4d1","","483.70890519 BNB","0.00122418%","1,471"
"0xc36607c2aa2ffc82b73effaa0ea70eaf3a9c106e","","482.22736226 BNB","0.00122043%","141"
"0xaf402d19f5c41cd5da7273566a6c6e1b81c8c7f3","","481.99736906 BNB","0.00121984%","42"
"0x7a1dabe6670444a2d6b94c3101a4ca30cf541ba1","","481.400376 BNB","0.00121833%","0"
"0xe8c46a7416e43332513ce644b2c1c15ccbd94220","","481.16 BNB","0.00121773%","57"
"0xad8e31cd6988f1a51fbced1dd9821a8a8fee591a","","480.996 BNB","0.00121731%","2"
"0x41f701470a7d312f15abb50fb0bec43bb82a954d","","480.19712696 BNB","0.00121529%","11"
"0x6b7b6440e954847621add4504c411322858ad1b0","","480.00000323 BNB","0.00121479%","7""0xc60c672c887d6af8e04229659051fec6d879b5f4","","479.99962 BNB","0.00121479%","3"
"0x4b19d36ebfdac6252f52ea42f210c7c376f3bef8","","478.71439908 BNB","0.00121154%","11"
"0xb8c77482e45f1f44de1745f52c74426c631bdd52","","478.63018429 BNB","0.00121132%","12,000"
"0x13f0798fa61b7ee1d8e3bf15cf4ec649da836b38","","478.03577968 BNB","0.00120982%","7"
"0xde0a740052dba098a71fef6608110cc157b2ff5e","","476.07548707 BNB","0.00120486%","8"
"0x70c7d9bb6542f6340eb0476c4670bf63d9ab03fa","","474.26131018 BNB","0.00120027%","10"
"0x5c692d1b86b3f3d1e378a901511335900f8270f4","","473.718214 BNB","0.00119889%","14"
"0x6647d47d0bd726335fb5f536fb71b20070c1f7d3","","473 BNB","0.00119707%","2"
"0x3ef9a464eaa4bebc75c65a84de84ea93fed41e3c","","472.9410061 BNB","0.00119692%","688"
"0x6990b633568444d17b5c301033f1ef674e772986","","472.67442517 BNB","0.00119625%","248"
"0xe2eaa2d2497798c0f9ec76120841de3131fbde66","","471.85342628 BNB","0.00119417%","13,671"
"0x42f10451e30363985d35c9f5a1b9c4493ec402c9","","471.67169426 BNB","0.00119371%","67"
"0x7c864a04e2e09b8e7b9303f1b39ea6d757e03bd6","","470.26430611 BNB","0.00119015%","16"
"0xb127e354effb17cb20e55dc19a7242ba76a41ab7","","469.4289557 BNB","0.00118804%","52"
"0x50ce96a3fa721a650b3281ba85907344f268c302","","468.35414687 BNB","0.00118532%","322"
"0xd2b53f1b1b42fc2697e2276fa2375e98e9a1dc27","","467.75311636 BNB","0.00118379%","560"
"0xd72c7e3c7ecfaa0d3205891414e6bec6f0a7f2ad","","467.35093276 BNB","0.00118278%","2"
"0x51ebe00a4fb628741a011d79117aeb161a6df4db","","466.02879332 BNB","0.00117943%","3"
"0x0e4cd04f7e0e810dc576f7555a6a6383958235cb","","465.34683962 BNB","0.00117770%","8"
"0x3ef2f7fb1a145cca363860249165cb581642c5bd","","465.31518118 BNB","0.00117762%","98"
"0xaa7ef42b4f6abbf4951b5fe96ae888eab8140fe3","","463.41366381 BNB","0.00117281%","19"
"0x84443cfd09a48af6ef360c6976c5392ac5023a1f","Tornado.Cash: 0.1 BNB","463.1 BNB","0.00117202%","2"
"0x56e773b0a620205e9f72265b6013b65b84c2c4af","","462.01283905 BNB","0.00116927%","115"
"0xa69326dbf22eac7ccdcd0c1f62f7a690d1e586d1","","459.99127764 BNB","0.00116415%","40"
"0x8e606f5bc7300a6b2fe8b67d45e8a9e40451179c","","459.66141359 BNB","0.00116332%","499,023"
"0x4d1f2d1e689b5fa413a7684027d0a3963544dd65","","458.74879544 BNB","0.00116101%","5"
"0xd0aa49fc95c9997cddf05e83f5711afd4f884c6b","","458.20493051 BNB","0.00115963%","15"
"0x58f9e141936bc38947b3763ad19b208c7c9c9347","","456.99504656 BNB","0.00115657%","2"
"0xb3a980f0d48125b8534795cd1e2446a00ca7f871","","456.53141043 BNB","0.00115539%","2"
"0xbda6ba3ad624582495c55451a1840e563fc16389","","456.49089365 BNB","0.00115529%","28"
"0xd533a621dfc55d84392fd3dfefd0dc4bd57ce1f1","","456.15701109 BNB","0.00115445%","151"
"0xcf578ed2fed125aa33ffb5899470160fa84b3fde","","455.77507907 BNB","0.00115348%","6"
"0x424eb840f896d18be30e67c84a35c72a3a35eaba","","454.99892548 BNB","0.00115152%","19"
"0x7f4f3bc4a5634454398580b9112b7e493e2129fa","Kodi Coin: Old KODI Token","454.98196378 BNB","0.00115147%","39,443"
"0x9c25041ff93db9cabba5f69441c52aecde2cc774","","454.45382086 BNB","0.00115014%","126"
"0xf91ee1383a5198687899cb8baa81d57eaceefe28","","454.33020346 BNB","0.00114982%","12"
"0xb52738d45cd08ec0ee5910cef3c28ab7a3238461","","453.52812129 BNB","0.00114779%","3"
"0xb3015dc1c188fbefdc91d598a649667d85dd90f2","","452.59426424 BNB","0.00114543%","22"
"0xd0a9ab4327f5231e782ecc5245e9c543dc5fbd4e","","451.2453775 BNB","0.00114202%","7"
"0x4901e196f15231d51b46d30a54714fa692a5efe3","","450.49848741 BNB","0.00114013%","15"
"0xfdda788fb6a034c4b5969252bddf6ede97643de9","","450.1705246 BNB","0.00113930%","1"
"0xe1c783d91022b6c79c133f06116e1e52235a0011","","450.11742559 BNB","0.00113916%","2"
"0x4f328d97abd8844e86c1e79d179e19d965f54fec","","450.0426794 BNB","0.00113897%","8"
"0xb319e70c98fc23ebb8fd437b306d9b3ebc47a548","","449.99955666 BNB","0.00113886%","6"
"0x014941d502950518fd7cd780f6423088dea7a249","","449.998475 BNB","0.00113886%","2"
"0x305f3244ae1508f79d8e20768978ba570230c6b4","","449.27119285 BNB","0.00113702%","3"
"0x8aa17c2e77f6b5d49a1026447367baf7fc810003","","444.97338536 BNB","0.00112614%","3"
"0x1ffe17b99b439be0afc831239ddecda2a790ff3a","Cream.Finance:  crBNB Token","444.63234227 BNB","0.00112528%","70,763"
"0xb4376fe48f886bf0cb2587019078fbc2841996d6","","444.53548773 BNB","0.00112504%","68"
