Address,Name Tag,Balance,Percentage,Txn Count
"0x5c612715cee92d814d79e5061951777903958c80","","150.63583706 BNB","0.00038123%","114"
"0x06f112f3d84d4d2c8fcb7052504fbcca98946d7e","","150.57345935 BNB","0.00038107%","5"
"0x385a966a7f4ee39e0c1566db1bdc4a91f904ba12","","150.5173454 BNB","0.00038093%","2"
"0x6d27ba846ce11a67f4522336faf6f9eefb013bca","","150.50808779 BNB","0.00038091%","0"
"0xe380c01a7e52e9239dd5c9e2697ed97e94abefa6","","150.5 BNB","0.00038089%","1"
"0x1102578844649ca997c90b230223306e49191e65","","150.42781328 BNB","0.00038070%","8"
"0x8f27ac2039ee97e64c382dd903cedcb9230cb1a7","","150.40632509 BNB","0.00038065%","615"
"0xe1c54578786715e8a2106a86d71f9372c75500af","","150.397656 BNB","0.00038063%","3,596"
"0x983873529f95132bd1812a3b52c98fb271d2f679","","150.3862044 BNB","0.00038060%","58,004"
"0x04a24af769ad2ab5798b3e72da7d91b310a92a01","","150.3772283 BNB","0.00038058%","1"
"0x418e302c8f0368c3b5d2de12b127178885ee64ac","","150.27958299 BNB","0.00038033%","53"
"0x8bef5c62805fd590bd2ea0ae273f4165bf1e126e","","150.20487197 BNB","0.00038014%","200"
"0x06b52cb8f3fee62ffaf46e960f39c3c47cee85c0","","150.19179049 BNB","0.00038011%","5"
"0xa47445f9170c17b64dee893463563fd3ee2b7fa9","","150.18784007 BNB","0.00038010%","226"
"0x53c218ee4b05f817fab41afd2c66fd92550a8888","","150.10633008 BNB","0.00037989%","3,189"
"0x6b2dac9d0c019fb44758463f07b8e1f50c98e7d8","","150.1021412 BNB","0.00037988%","212"
"0xe3d4709a66ed74f34005e9e69167807705080290","","150.04653599 BNB","0.00037974%","7"
"0x566ec5d687266d4429f6df7c7ad714e3a97964b4","","150.03745709 BNB","0.00037972%","117"
"0xf78f7c033c733093827072648351e3313e17d276","","150.021 BNB","0.00037967%","2"
"0x67624bf0c63887ce2e7b374c4cdfdfff9fb4f4d2","","150.01212895 BNB","0.00037965%","52"
"0xd99a31a29d15e83d47bed2c17f3a419164792b11","","150.01 BNB","0.00037965%","2"
"0x8575a90aac00c324baa645601f2507a11634cb9a","","150.004925 BNB","0.00037963%","0"
"0xee88d82a8b79cec9f3ae734f85620addf1cd4598","","150.00429503 BNB","0.00037963%","9""0xe9054f06166882d10ebc6e186c7fbce03932b3e4","","150.00178699 BNB","0.00037963%","3"
"0x09167281cd4fa3f534fcac904c6b6b6143de6537","","150.00114978 BNB","0.00037962%","16"
"0xa8c3ce824466bda190cad10c9480c10065ea0fb1","","150.00089458 BNB","0.00037962%","3"
"0x600452001f4342f809a4903eb1b43b53337dba08","","150 BNB","0.00037962%","0"
"0x32ee4fc985a8efa4136aee0f44f8b47ea21dcc95","","150 BNB","0.00037962%","1"
"0x826e8fe5ceeee4925d34b57edfb6b2b406a82f14","","150 BNB","0.00037962%","1"
"0x0a715abc657082859db5e50dafae70366f735f37","","150 BNB","0.00037962%","3"
"0x80bb41220996b24a03ec07b2e5089325cd448042","","150 BNB","0.00037962%","5,019"
"0xc6b8f50adfd2cfa6bb70cd0df8d673860506822f","","149.99978 BNB","0.00037962%","1"
"0xc93e25bb542d327a2912868736538a4aaf8deea4","","149.98902778 BNB","0.00037959%","41,950"
"0x86832f8760183e217d26d606ba3784c6b75e9895","","149.9826615 BNB","0.00037958%","1"
"0x5aafab2e37d0561e7e497f32fdbad55a88961f42","","149.898078 BNB","0.00037936%","9"
"0x0523215dcafbf4e4aa92117d13c6985a3bef27d7","GMR Finance: Old GMR Token","149.88410143 BNB","0.00037933%","234,257"
"0x5665a048b4bf0ba6490080f1a6224798e57a7917","","149.87987548 BNB","0.00037932%","3"
"0xd3fb9281ce8c1a60179f33e17568022e4c2ec329","","149.848 BNB","0.00037924%","1"
"0x106275e2f69e8ac114f884cac0c915c66158881e","","149.84740712 BNB","0.00037924%","4"
"0x5d9f2268e3d9d8356501fdf23d2fe6413b326aa6","","149.84002762 BNB","0.00037922%","2"
"0x5321a15b47989e53ff5eb5b120ca39700cec6278","","149.83267295 BNB","0.00037920%","2"
"0x8b3cccb61a4e4d2798ea633d53ffe5c183b0aef8","","149.75974081 BNB","0.00037901%","3"
"0x44da4292d6c0f5448345f1b79666d507d884126f","","149.7490777 BNB","0.00037899%","93"
"0x261071764ba648687f0eac2368eca4efb41d52aa","","149.73426553 BNB","0.00037895%","3"
"0x6e29c468fd016bf26b8a796b73283f45d48c460b","","149.70526673 BNB","0.00037888%","20"
"0x5c9f85c1f5209afc0e9033dd51a91ad178bb6767","","149.68105409 BNB","0.00037881%","2"
"0xf20271793fb37b3c445e0f03bca02ed006ec0d1f","","149.659389 BNB","0.00037876%","1"
"0xefee8a6c493915d2dc11d52cf265317838bfe729","","149.62808272 BNB","0.00037868%","257"
"0x81b6418a56c8d9130b5803370171ac9f428d2ea2","","149.5820653 BNB","0.00037856%","201"
"0x02a066cef341e4816c33e1d498d35179924807e4","","149.51194311 BNB","0.00037839%","22,545"
"0x0f102dcf7fb3bfd4713277b36ffedb764f2b30a0","","149.33713459 BNB","0.00037794%","28"
"0xdac17f958d2ee523a2206206994597c13d831ec7","","149.12855811 BNB","0.00037742%","39,375"
"0x9cdfa061917cbe23d2f17c486fb61036c8896a4b","","149.07255843 BNB","0.00037727%","16"
"0x1745e8000fa8e1c3aa8668e31177313b7bacdce3","","149.00860484 BNB","0.00037711%","307"
"0x9a7e81a664a95d6cba1b5c84c44552ff9a74d20c","","148.9866454 BNB","0.00037706%","7"
"0x59b64363ea8e858b67623a86426270d08c6ee3ff","","148.91717822 BNB","0.00037688%","6"
"0x74781a25f5d1531f29088b7bdb35142a81debe1f","","148.90482723 BNB","0.00037685%","13"
"0x16866876bf97f6cb4ff38278b216bdd76a8bfaf8","","148.811557 BNB","0.00037661%","831"
"0x041640ea980e3fe61e9c4ca26d9007bc70094c15","PirateCoin NFT: PirateCoin☠ Token","148.79877406 BNB","0.00037658%","130,192"
"0xc712e61927180036a8c2a98ddc149e1c25bab1fb","","148.71828676 BNB","0.00037638%","29"
"0x6d51e163232030de19cba701246d01ed204e1229","","148.69786448 BNB","0.00037633%","0"
"0x9259cf83a1d7d624f6fb59dad3bb4f507048aba0","","148.652642 BNB","0.00037621%","7"
"0x3ece6bdacab87c82460834dc97f1778abe484e4a","","148.57688494 BNB","0.00037602%","62"
"0xd8765644db2bd58cb964de58b3cfa9dd5aff4ccf","","148.54800916 BNB","0.00037595%","18"
"0xdb86f3fd812a6530b9eb82c140bcf00fe8008fce","","148.49663087 BNB","0.00037582%","5"
"0x4048a42cc892b85d1809446ddf5f42f05c48c2fd","","148.40144123 BNB","0.00037558%","7"
"0x29b9132f2c0135dd6bc43d5ea1a0f0db506c85d3","","148.39370149 BNB","0.00037556%","2"
"0xd27b02959f54f73b6a318624b3c64e0a54ac0b8a","","148.28048931 BNB","0.00037527%","2"
"0x4e759bcbd3ffbb3bb0b818cfaf873fc74200e429","","148.27449714 BNB","0.00037525%","31"
"0x172fc8dde76eaa4388426dabf0062c9b31b7c36c","","148.2511074 BNB","0.00037520%","1"
"0x339e51c801aadcb61c1bad16d80d268b57f75f29","","148.23395907 BNB","0.00037515%","27"
"0x9fa22a0e051035865c2b06a043568c63577dc41f","","148.10897536 BNB","0.00037484%","2"
"0x0ddac46267bf3d967885924561cc968673330c86","","148.02256541 BNB","0.00037462%","5,588"
"0x6cc4c7c01da1d14cceb6ce8ee821ea350eb77bbb","","147.99978847 BNB","0.00037456%","2"
"0x955f57f6649c86b29d1dabf2aba12ab51d189ecc","","147.99632549 BNB","0.00037455%","2"
"0x1828719fae3529e8d66c41e350610e9e89f82201","","147.99220678 BNB","0.00037454%","2"
"0x5bb041c2154b86e6d4b8c4527e6242ccff068b27","","147.96778603 BNB","0.00037448%","119"
"0x793aa3511b46b6bca3ab9c09a732131c6aed00b2","","147.94094959 BNB","0.00037441%","2,300"
"0xe5dc9887a47dc1d06e1259524ce113b0265bdcf9","","147.93005716 BNB","0.00037438%","0"
"0xc0e59d7b743c2757c8b39b791b5ebaf2bf6e725d","","147.89538436 BNB","0.00037430%","21"
"0xeb13a56868e0fef71a0d8da27735a182b0988fec","","147.84763276 BNB","0.00037417%","9"
"0x59e9c8bd5093992f768ffcb46427bfc1e68c45ad","","147.79034413 BNB","0.00037403%","4"
"0x1ddb6e56955b76c31d8836b7ae910155e1c8ca3b","","147.7755269 BNB","0.00037399%","2"
"0xc64f30f310daf9143b9580b6a541d8ddbfd51faa","","147.76 BNB","0.00037395%","0"
"0xbe822c719ff1d1b954faee6aaea8a1f9e593afbb","","147.55729334 BNB","0.00037344%","10"
"0x441dc68799d740d9439ee290344d4b93211c1f11","","147.47364109 BNB","0.00037323%","30"
"0x9e6516d6846bc40d39a0d4e2f6acc8e46f658fb7","","147.3834048 BNB","0.00037300%","5"
"0x2d196d7643ef097eb9e248387b96ca6afdd1eb2c","","147.27972477 BNB","0.00037274%","552"
"0x2a9cd761ed1b4d9d71f7161166cefce26861196a","","147.27944581 BNB","0.00037274%","7"
"0x8bbd144d8073426fbac826140708c4510308323e","","147.23278664 BNB","0.00037262%","127"
"0x62ac0b967b9957515c28effb0eea4412d99dc5e9","","146.98154337 BNB","0.00037198%","3"
"0x98f6c7c953cf4cef0fd632b2509c9e349687fc92","","146.93641963 BNB","0.00037187%","45"
"0x6d4c67d5bc8797380802c07550d861d40dfddf02","","146.74746313 BNB","0.00037139%","102,511"
"0x97edf6aeebed5bb377377148a46252f3a14ee28a","","146.73437169 BNB","0.00037136%","317"
"0xe31acf317178cd823179fd1f2e0e666efd232f6c","","146.64370052 BNB","0.00037113%","2,493"
"0x7988e2d1a7c4f25dfff13891e4bfdee574bbf645","","146.49663246 BNB","0.00037076%","4"
"0xe25b78f13b953871d50950938be82df29b2f3395","","146.31157707 BNB","0.00037029%","1"
"0xb7580490a51d3f48d451ba5f2dd79a835d266015","","146.26400963 BNB","0.00037017%","226"
"0x9515da341a238433ae26056de7040cbb203147ce","","146.2011119 BNB","0.00037001%","54"
"0xe8f33e914fef633a7c86426be3c8575290050340","","146.19000352 BNB","0.00036998%","298"
"0x4d7dedeff426c39823eec9aad30f7e7cb471744d","","146.15806005 BNB","0.00036990%","1"
"0xc8fe02649547c24392cccff19f32b48403183e05","","146.07082472 BNB","0.00036968%","99"
"0xbc99e06e958e03fd48f4392028de3c1ebca0945c","","146 BNB","0.00036950%","1"
"0xfb122578db3975ffa6a8dd0cec5aaf44cff3ed3d","","146 BNB","0.00036950%","3"
"0x53d452f8ec95134934635da1be444d035a61d094","","145.96614997 BNB","0.00036941%","1,089"
"0x3d5f4dfed4408fc9aca310717806a385c83645f2","","145.92251109 BNB","0.00036930%","51"
"0x0eda9feb09b6125658b10865a5d4d1e4f51d0518","","145.89491285 BNB","0.00036923%","181"
"0x919f021496d350e777465ce1c120c8fd55b6ce93","","145.88744127 BNB","0.00036921%","4"
"0xed024ef141382a3c3c5117ba3a2afddb55a4ca6c","","145.83055325 BNB","0.00036907%","288"
"0x63ef3ad4c02b2ecaecc2ae45c43cf9aabdb0dfeb","","145.74704586 BNB","0.00036886%","3"
"0xb0a0c1000c82f88d5e00bcf97a18f930045d6cff","","145.72021857 BNB","0.00036879%","3"
"0x7511f77464bae762dcb51bb3a9f9735018f22b25","","145.69661621 BNB","0.00036873%","26"
"0x241cb7ac8a9aee149be6d6191cddad4f5d3e0854","","145.60556661 BNB","0.00036850%","5"
"0x9b1f1c98ba168ae0d5a20ef679d50f84f2f72a9e","","145.57810902 BNB","0.00036843%","0"
"0x016a73a5044ef3800725e5955465a6481c449c96","","145.46877014 BNB","0.00036815%","98"
"0xb65faf27b8b0f98224ea7187fa5979a6374bd331","","145.45378376 BNB","0.00036812%","167"
"0x9438a077363a9d73249918204103b70e33719dcb","","145.29902153 BNB","0.00036772%","3"
"0x63edf7befbc55571cf39e6ac3c25abe3dc11831c","","145.25271104 BNB","0.00036761%","95"
"0xf45e51312f75e304e9260969d7c41f885397b5fa","","145.214407 BNB","0.00036751%","2"
"0x07e5f54c452432be13d698f38d03798c41cd205b","","145.2143939 BNB","0.00036751%","2"
"0xa8d36226b4fc468a9689e5acc07741a70a6408ea","","145.20021169 BNB","0.00036747%","16"
"0xd01f3ba6754d1791d5954e5c855f7842abfeea6d","","145.09944839 BNB","0.00036722%","11"
"0x94bd42f01782e8ab2d1f1f9606f37cebf1a99a9a","","144.999 BNB","0.00036697%","2""0x861785b58ca5a986db0269950b1e2d5c1ad6f855","","144.88602145 BNB","0.00036668%","1"
"0x59ec394b4b78d4683d7b0b89d258b779f45fe03f","","144.7851136 BNB","0.00036642%","4"
"0x35adf563ea099ddc03f802e7e2732f8b18d98c32","","144.76798184 BNB","0.00036638%","115"
"0x99abdd9b898e3ff08d222f0e971fd48330fa75b7","","144.7533645 BNB","0.00036634%","3"
"0xbf7f566a0949e58504560683218d9154c867e625","","144.73902796 BNB","0.00036631%","835"
"0x5b5bffdaa8150e106c0585a321a7c29e6c9b8860","","144.72511863 BNB","0.00036627%","952"
"0x090c25b580937acab2c62fd01588fbc8fef65ec2","","144.31586787 BNB","0.00036524%","133"
"0x3ac2c89cabe033ffbf23a49884f3022d9b69d520","","144.25718701 BNB","0.00036509%","22"
"0x322dbc151343d0464de75daa2050c52877b691c3","","144.20037828 BNB","0.00036494%","2"
"0xd5f29cd08ee16b92e07b556af331b3457326a227","","144.17545734 BNB","0.00036488%","1"
"0xeb48f9c4593e947cf2df4fab64534daacfe01950","","144.170267 BNB","0.00036487%","26"
"0x2d617f8cd5b0b175d9bb1bb26a7b9bd05217ef06","","144.15503437 BNB","0.00036483%","2"
"0x3b692cdf3706524ca88c78b5cc030b7a0b552358","","144.11943279 BNB","0.00036474%","133"
"0x8c445636322948b804bb8611411866b4727dec28","","144.09478158 BNB","0.00036468%","3"
"0xb05374a44ecef4e076329372b08f89183de2a645","","144.05596028 BNB","0.00036458%","1"
"0x17e755a1c1fd7211de6583782af86e1b67a02090","","144.03374087 BNB","0.00036452%","3"
"0xa748ed54953694f6d60cda35a9ed11ddb0056a9e","","143.97920964 BNB","0.00036438%","292"
"0x4be11f8e93ae20d4cdfba2d79ec0b43fb03e9ac2","","143.93551714 BNB","0.00036427%","1"
"0xc6ce1896f3b810271e663f4d802358dcb96dcdee","","143.89464961 BNB","0.00036417%","4"
"0xa5e1757503b28af6d09ba614cb20440b14cf044e","","143.83340266 BNB","0.00036402%","4"
"0x8d609d64cf0c21337fb6d24c36085612a98925d7","","143.74893531 BNB","0.00036380%","6"
"0x5eee589dd5b8abd4069cc5f826497a21a52ca9f3","","143.74512431 BNB","0.00036379%","627"
"0xab45087eccd9329b62ce892d41b02f8f61a57bee","","143.70344113 BNB","0.00036369%","81"
"0x64984fdcfd76bde80a8291fcd312495754f502a9","","143.49220231 BNB","0.00036315%","6"
"0xf585e3ffd86dad722de6091134a92a099cb11117","","143.39916513 BNB","0.00036292%","61"
"0x524f0781ae2606054dbe9c8fa09d75adcaa84076","","143.37019775 BNB","0.00036284%","16"
"0xa475f643aa480a3df3e9872b6e80e75ae99b19db","BetSwirl: Bank 3.0","143.33151095 BNB","0.00036274%","71"
"0xc86b5dc13d1b5f3ac90286a18ed8cfa86bb403fa","","143.30246857 BNB","0.00036267%","47"
"0x3f803d5c2079beed8792a82892441da0aa69c690","","143.249334 BNB","0.00036254%","321"
"0xd65d15d10e06cce505049b7a838a64b504df8968","","143.17946861 BNB","0.00036236%","53"
"0x6ff1d9e9fb6d3e118f39672ceb7a7a2234007053","Typhoon Network: 1 BNB","143 BNB","0.00036191%","25,442"
"0xc734f12a861d622fe00beaa91cc20ab1c0b752e6","","142.99973082 BNB","0.00036191%","2"
"0xc5f6de1ce3832cb1f91e5b10d94b517b642a0b72","","142.99861569 BNB","0.00036190%","10"
"0x42455e8433fc0b11e60b373b76d12c12701ec0a9","","142.93423165 BNB","0.00036174%","12"
"0xdbd7fa4ea45b65bfa524d38c579d5b120a4e3ee0","","142.84173882 BNB","0.00036151%","6,018"
"0x2457dbbe844487da168977d104108a085ff5ecf2","","142.78677519 BNB","0.00036137%","17"
"0x11235534a66a33c366b84933d5202c841539d1c9","","142.6392796 BNB","0.00036099%","88,630"
"0x4f3bc3739dcdb86cbb6b54ebc7c6515eed45ddd2","","142.55787857 BNB","0.00036079%","4"
"0x159802fbe16aa6a0863a56a18dd41afce546c93e","","142.53501166 BNB","0.00036073%","25,914"
"0xcb1800ee049f96b15416ba4e663fea1432d63f2e","","142.46148919 BNB","0.00036054%","2"
"0x9268febaad372f54cac0e312bc6c8446638dc00c","","142.36948956 BNB","0.00036031%","363"
"0x03f26605c9e26ed8e9ed35f34297768d4bb2e46e","","142.33862086 BNB","0.00036023%","7"
"0x7e9742f9a8c17b947e7ecfaba0a39d6ec30fc7a6","","142.1678715 BNB","0.00035980%","30"
"0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45","","142.14408307 BNB","0.00035974%","8,303"
"0x24dfab3866c0f5032cc3e0786d53bc3bb507d3b9","","142.06478714 BNB","0.00035954%","1,404"
"0x447f7e35cc0f926fb51a2aba0d90c7c7adbcd79d","","142.01584837 BNB","0.00035942%","1,137"
"0x159ca1d4f5f49a37e168ab732e396d5d6e93a975","","142.00626684 BNB","0.00035939%","45"
"0x7205c24b1a2dc7970ccfd4630330c595cf574614","","141.97809596 BNB","0.00035932%","141"
"0xf41c7777634c5e7144b4628fbd2e9044b48ee379","","141.92185481 BNB","0.00035918%","1"
"0x4d78572477085a863e66834de3dd1185934133d2","","141.84628181 BNB","0.00035899%","201"
"0x1dd89f07da731e6965042f60e57c876cd6c60aa5","","141.82714285 BNB","0.00035894%","57,328"
"0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce","","141.77648917 BNB","0.00035881%","3,885"
"0xf8820c59db032c5eb5d8fbc56c7c500575468d9f","","141.75987631 BNB","0.00035877%","0"
"0xd12748062c5864578db9ff4673fcf2dd0ed98fd4","","141.72370451 BNB","0.00035868%","31"
"0x3fa845b72575517da2f938e512c658a4c96362e4","","141.60887311 BNB","0.00035839%","11"
"0xabe626b5fdc3f98172ef5be76800995a4f9a0b8a","","141.52319957 BNB","0.00035817%","1,770"
"0x72738f3fda668e4e771b0b53be9d7272c24b42ae","","141.52112164 BNB","0.00035816%","3"
"0x83965cd09a4a00d695dc165b6788e9906d6e000f","","141.5085773 BNB","0.00035813%","263"
"0x03bd9bcb5779d64c6711b8aa56be212e3550dc4a","","141.34024897 BNB","0.00035771%","2"
"0x25ea4c8b8b13fa8cd2095591a45c06cf469a21ce","","141.33700447 BNB","0.00035770%","7"
"0xa5229529496909c430defaa0140a55f4176bd8b4","","141.0247425 BNB","0.00035691%","94"
"0x44980b025f1460c45b6c214aa915cc8775ab5a0a","","141 BNB","0.00035684%","5"
"0x253e52e43018ca118fc43f3281a49143c1635bbc","","141 BNB","0.00035684%","2"
"0x95981340f5d2d1237c401ecc4f005addf42baee3","","140.88194253 BNB","0.00035655%","12"
"0x844dfa8c046f4a0be30a907cde390d3d3cd1bee8","","140.78198365 BNB","0.00035629%","1"
"0xe43e7f7af2263d77d32282c68b62adfe5764e6a9","","140.73761074 BNB","0.00035618%","10"
"0xc5865b2d3331c9bb367d7c4ec77eebd4a7845fd8","","140.67582468 BNB","0.00035602%","25,917"
"0x9c4c9bf5368246b57a959d002961f3ef63be7b7c","","140.63759965 BNB","0.00035593%","9"
"0xadd24fa1b51c15c7161903c301746ae061d110af","","140.63675655 BNB","0.00035593%","1"
"0x514a9bcafecf9a8ab17c717a3b81a136ddba9d74","","140.53202322 BNB","0.00035566%","2"
"0xb207542118fa19638f95da6e57c437c9df0673f8","","140.50773455 BNB","0.00035560%","12,896"
"0xfcf93de2239529f6fac612cc5471256875bfcb1f","","140.43426342 BNB","0.00035541%","12"
"0x6540d29847bae8a9c67903a492805dcec82c5549","","140.40980973 BNB","0.00035535%","8"
"0x3586e4ecbc1ad22452d0367ed558f5a9282164ed","","140.34367171 BNB","0.00035518%","2"
"0xb1ed62acd6a2456973392ddc0e3878fdba3441d2","","140.31394256 BNB","0.00035511%","5"
"0x529b2b069aac1ee07663ffd4657a12cfec481c29","","140.22106812 BNB","0.00035487%","19"
"0x733a90389db7d9c246d064a257e5652f7be36b8a","","140.17190195 BNB","0.00035475%","4,960"
"0x34375907674b4996a2571b943da87f08d94a794f","","140.1536713 BNB","0.00035470%","19"
"0x3ce6ce69918e6ebcf996dfa91c49b72d6c5435dd","","140.0995 BNB","0.00035457%","1"
"0x5ce0a69ae4fe7829e555b6460206a3d4a4766c3f","","140.05959534 BNB","0.00035446%","29"
"0xaf9f8f1ca27d6db9de65a8559248b9a02eff9556","","140.05671649 BNB","0.00035446%","9"
"0x01d1df56e7e24d95251f7cc9fc8f7f058e65a235","","140.02674114 BNB","0.00035438%","26"
"0xa2fb2f55ab0ac3132972bd5604cef587bc55c370","","140.00619336 BNB","0.00035433%","10"
"0xdff4c754497be0d4a775335cba5eb95af7e2c018","","139.999748 BNB","0.00035431%","95"
"0x38eb1dbb116a2e05f3f551bc2b8298ccbb921013","","139.999685 BNB","0.00035431%","3"
"0xec6c32d4727db738845fceebf810ce62a69d4ce9","","139.95830139 BNB","0.00035421%","100"
"0x1d5a17b9cd951406b802baab35ababaa8dd6c1f6","","139.84153669 BNB","0.00035391%","26"
"0x186f4049f41b3952f2fe9f54d0c33f21dd963d17","","139.82435078 BNB","0.00035387%","21"
"0x7a5cc5ee65c73d49606bb7883187c607ccabee51","","139.81087058 BNB","0.00035383%","38"
"0x9823e10a0bf6f64f59964be1a7f83090bf5728ab","","139.66386516 BNB","0.00035346%","205,696"
"0x43de2d77bf8027e25dbd179b491e8d64f38398aa","deBridgeGate","139.615 BNB","0.00035334%","8,438"
"0x90f1c018d003349e72839f34c331998cc8de55d3","","139.58325283 BNB","0.00035326%","8,288"
"0xc2e0c9973aab58dae76af7ba76a90a53e535eb18","","139.57805833 BNB","0.00035325%","10"
"0x9599de555d9543d19962c5b1d4cf8d77e5e299e5","","139.49754932 BNB","0.00035304%","1"
"0xbff322c1afb65d7aabf495c10278666490924096","","139.48577536 BNB","0.00035301%","36,953"
"0xe27f02fd30be7c0b1547332dd4fde31aa5236271","","139.46201358 BNB","0.00035295%","61"
"0x6eacddd0caec1f80dfa2b7eebcd7d7c5a36a37be","","139.43094075 BNB","0.00035287%","7"
"0x8790093e191aef1badd6fad47ef9d32f40e1926b","","139.39704673 BNB","0.00035279%","2"
"0x8ce0cd74365dbcdf54d057a9a938eeb594af6861","","139.395808 BNB","0.00035278%","1"
"0xe0cca5e247d8a0538f98341eed93a618eabd72fb","","139.38346119 BNB","0.00035275%","0""0xdf7b13bde6c8c2d67845b4458b365b53d8453596","","139.33791267 BNB","0.00035264%","330"
"0xc73a93b64ca19a4f144b850862afaafb0083843b","","139.23738661 BNB","0.00035238%","96"
"0xba8c011935140bfbd4ce1a4bfd6efecb6d5c756e","","139.21685981 BNB","0.00035233%","18"
"0x9fae3505d54499824f6f52d4cd01013a4151806a","","139.20017877 BNB","0.00035229%","2"
"0xbe96fb58fec88d257b265fd6ed1225c3fecfc3b7","","139.1354088 BNB","0.00035213%","2"
"0x2980b78dd39672e1bc404dc245f1f7b2ed94ed6e","","139.13499242 BNB","0.00035212%","633"
"0x389c0927605efc08dd8a2fd39101f50fdd9de3f4","","139.0843 BNB","0.00035200%","2"
"0x71b3be57e127360c92815772f0af2eb7b8c5c921","","139.02540175 BNB","0.00035185%","85,751"
"0x9257e2bf99fa0ab8b6e63e5891ad989f494bc5b9","","139.00536932 BNB","0.00035180%","10"
"0xc59602c004915a71bf91b0be2cb41b2c18ce92f4","","139.00447266 BNB","0.00035179%","202"
"0x8db6bed10beb2195a2106bda37e0ffe5dbb638ed","","138.95590927 BNB","0.00035167%","258"
"0x60c69a31991364dfd66af204317e6c0c5d4456a3","","138.89704721 BNB","0.00035152%","328"
"0xcb3d557b6e5f0e9fe36a439cbbf6505a17037dc7","","138.74850636 BNB","0.00035115%","521"
"0x6446865bdd47e0212bd660b65872facc0c26d107","","138.74445144 BNB","0.00035114%","44"
"0xe6ecc24696234cfaeddce4cd92e527a37b4dd480","","138.7400668 BNB","0.00035112%","1"
"0x8e9e4f9ce512d951681799c3c9292fd6b1b279bb","","138.579937 BNB","0.00035072%","1"
"0xebcbd3df19771aa68626635ad570b46403c5410c","","138.57888687 BNB","0.00035072%","174"
"0x71eaabacbdb99217d70e3a8d32e08690e5304254","","138.55383864 BNB","0.00035065%","0"
"0x01f1ebdb3dbf5c18298d842cb4146c06c4b953e1","","138.35327506 BNB","0.00035015%","8"
"0x7da22115747584eb264ce1be5a1bab3c6b0265cd","","138.24451121 BNB","0.00034987%","87"
"0xf0570b991c1406121fd9e842736ba3d58c992444","","138.170325 BNB","0.00034968%","175"
"0xaeee4a79c6463c03a8ea248339910bc85f4af294","","138.14524284 BNB","0.00034962%","260"
"0xbece6a2101ec94e817c072622671b399a3508ac1","Gelato Network: Task Treasury","138.12739594 BNB","0.00034957%","1,052"
"0xfca1a626229823ff2692830e1b38f92d8badcb1e","","137.96818465 BNB","0.00034917%","2"
"0x03eb992d514dcc9347007038b8d964ed6c642d17","","137.95124574 BNB","0.00034913%","91"
"0x6489dd4b7c09517f659e686057d1ca16c540865a","","137.92526482 BNB","0.00034906%","2"
"0x2eef7088f91d8052635ef19812ff15b4c65804ee","","137.82128459 BNB","0.00034880%","372"
"0x192bd7d7a478afb86db18f9044dd71211c77f0e3","","137.81201901 BNB","0.00034878%","42"
"0x58b7312a55bca4780fba5d024387262d2905cc69","","137.75570508 BNB","0.00034863%","36"
"0xde8dc95510d274a2517414a006072c976bacb01a","","137.50611528 BNB","0.00034800%","64"
"0xfe03d8519ad9ca796a92094b37a345de1c3a2ff4","","137.47711048 BNB","0.00034793%","4"
"0x64fbbb47d67160e1a7a646ec0a3969aff97df986","","137.33683208 BNB","0.00034757%","22"
"0xbafe28eedb5795ab02496d0afa9be2b33bb27d61","","137.33558056 BNB","0.00034757%","75"
"0x3394089b9a17eac4089980eb030625dace72ee98","","137.32570447 BNB","0.00034755%","4"
"0x580614e260b165c2f686a8c1cb962136eaf7f4fe","","137.25441405 BNB","0.00034736%","14"
"0xa313244edcaf2237c2758cad245479acb3950668","","137.20322018 BNB","0.00034724%","1"
"0xa1201fa321dece5e9ddb5dc8f9c1c793bc7d4233","","137.11555894 BNB","0.00034701%","2"
"0x493144718a78dfbef79f825ae71b29134b5cf60e","","137.07550688 BNB","0.00034691%","25,087"
"0x781683fb8736a741c58fed5fed0991c70cc5931f","","137 BNB","0.00034672%","1"
"0x4a2be53516f33304b3b88f848ea819f70a5cb67c","","136.96073397 BNB","0.00034662%","239"
"0x0e4963c0cf5c8383b18ddec61869962def3d8ef9","","136.9406942 BNB","0.00034657%","8"
"0xc2cfb5f580eb1c147a4d2a52e35a3693d1208977","","136.8994 BNB","0.00034647%","40"
"0x1f4ac9d31d2794d67835d6bc1fbbaafbd452f4e5","","136.86608928 BNB","0.00034638%","422"
"0x8252c6ab8b2951dd352f243994debec6ff740097","","136.80835132 BNB","0.00034624%","24"
"0x74ceb514b0bd17a6a46b9b6b97d89e61594a29bc","","136.56518509 BNB","0.00034562%","1"
"0x5b9f63983312f5e9437a73bd8133f3cc46370d58","","136.55753897 BNB","0.00034560%","234"
"0xf6076618912604bbc02a08a9f16181f32aa25ba0","","136.5270416 BNB","0.00034552%","1,887"
"0x361d3070f8b30876b1c1076016f9cb81caa24b1b","","136.50312831 BNB","0.00034546%","5"
"0xfee367693f4ed82415dd2b4377248112d4bb3b73","","136.43869813 BNB","0.00034530%","2,041"
